레나타글라스크,https://www.youtube.com/watch?v=IMrsv4DTUqA
레넥톤,https://www.youtube.com/watch?v=D5AcjC9-7Xk
레오나,https://www.youtube.com/watch?v=MysQMN3Pg3s
렉사이,https://www.youtube.com/watch?v=vtiLNMGLEwE
렐,https://www.youtube.com/watch?v=PttKuLax6sY
렝가,https://www.youtube.com/watch?v=AYzbe_4NNlQ
루시안,https://www.youtube.com/watch?v=Q5Ad3zgoAdc
룰루,https://www.youtube.com/watch?v=Rtl9Z5H9wVU
르블랑,https://www.youtube.com/watch?v=8MO8EAOws8g
리신,https://www.youtube.com/watch?v=yXSpXvpenuM
리븐,https://www.youtube.com/watch?v=Xx4q3RSczkg
리산드라,https://www.youtube.com/watch?v=-WV3bIQu4lU
릴리아,https://www.youtube.com/watch?v=xFc7_GUX01E
사미라,https://www.youtube.com/watch?v=qvP3vd-x31Y
사일러스,https://www.youtube.com/watch?v=2dwQoizrtSY
샤코,https://www.youtube.com/watch?v=cxuMuFN7NLk
세나,https://www.youtube.com/watch?v=2TmrmsCEtZ8
세주아니,https://www.youtube.com/watch?v=PZLwepYJFUc
세트,https://www.youtube.com/watch?v=H-xvU_K8ULo
소나,https://www.youtube.com/watch?v=QNCVXw5uc2A
쉬바나,https://www.youtube.com/watch?v=5k4rm1Sb6ig
스카너,https://www.youtube.com/watch?v=UP0ZvUaCdy4
시비르,https://www.youtube.com/watch?v=cj1ORvhuQhY
신짜오,https://www.youtube.com/watch?v=eI83aLQkOpw
신드라,https://www.youtube.com/watch?v=szoSFa21QZU
신지드,https://www.youtube.com/watch?v=lwPJwFU7le8
쓰레쉬,https://www.youtube.com/watch?v=PgEUAxyCqr0
자르반4세,https://www.youtube.com/watch?v=AypMLxQ86R8
자야,https://www.youtube.com/watch?v=ae7GtFVPP0c
자이라,https://www.youtube.com/watch?v=ApbqscrecA0
자크,https://www.youtube.com/watch?v=NEoeX0QEdTs
잔나,https://www.youtube.com/watch?v=amfZ7nt2tXM
잭스,https://www.youtube.com/watch?v=Ek7qsdadAIE
제드,https://www.youtube.com/watch?v=3YAQdFmi90g
제리,https://www.youtube.com/watch?v=3wq0LPpHKpI
제이스,https://www.youtube.com/watch?v=u43pQrvrGRw
조이,https://www.youtube.com/watch?v=LKl5TdjHRqo
직스,https://www.youtube.com/watch?v=sOC_r_MipKs
진,https://www.youtube.com/watch?v=8C2x6nS68Ms
질리언,https://www.youtube.com/watch?v=DzE1a7Uh9eE
징크스,https://www.youtube.com/watch?v=MqmF2qWZHHA
초가스,https://www.youtube.com/watch?v=kikpw6yLWaw
카밀,https://www.youtube.com/watch?v=HbkXmQf9jj4
가렌,https://www.youtube.com/watch?v=ZH6l5ugmnPA
갈리오,https://www.youtube.com/watch?v=oz-LaxXMaM4
갱플랭크,https://www.youtube.com/watch?v=PzNfj7QcJyY
누누와윌럼프,https://www.youtube.com/watch?v=nCsZNOjVumA
라이즈,https://www.youtube.com/watch?v=N79ZG0qVr-Y
마스터이,https://www.youtube.com/watch?v=ZSykXYABHok
모데카이저,https://www.youtube.com/watch?v=E1zzm6sWG6c
문도박사,https://www.youtube.com/watch?v=jRdQF3sM9Nw
베인,https://www.youtube.com/watch?v=ern0gwT7J6U
볼리베어,https://www.youtube.com/watch?v=zanwTndyEBI
블리츠크랭크,https://www.youtube.com/watch?v=3qPECTE8Bn8
뽀삐,https://www.youtube.com/watch?v=YLGpE_rS0bc
사이온,https://www.youtube.com/watch?v=RCyRlZ5f1Dc
세라핀,https://www.youtube.com/watch?v=xjfcHaGSR6U
소라카,https://www.youtube.com/watch?v=jamNqe-xd3g
쉔,https://www.youtube.com/watch?v=X47t5OXFh70
스웨인,https://www.youtube.com/watch?v=a629eMUoxAw
아칼리,https://www.youtube.com/watch?v=z2XdpCNO1fQ
아크샨,https://www.youtube.com/watch?v=uXxzd9p70sI
아트록스,https://www.youtube.com/watch?v=jXd25uNtXJw
야스오,https://www.youtube.com/watch?v=x86t9qaRd4E
요릭,https://www.youtube.com/watch?v=FlAO9fsYNag
우디르,https://www.youtube.com/watch?v=HWruYlETkkg
우르곳,https://www.youtube.com/watch?v=5__soSz1Llc
워윅,https://www.youtube.com/watch?v=hAbUncqTF_o
유미,https://www.youtube.com/watch?v=LL05-U0q0rs
이렐리아,https://www.youtube.com/watch?v=ZSh_F8uMoHM
이블린,https://www.youtube.com/watch?v=VbkosYfWUbY
제라스,https://www.youtube.com/watch?v=1K6FJ_AppLA
카르마,https://www.youtube.com/watch?v=W9AR4Jtu594
케일,https://www.youtube.com/watch?v=6fHQ8RpnIj4
타릭,https://www.youtube.com/watch?v=AqJqThxqXhw
티모,https://www.youtube.com/watch?v=9XaQBPBTNgo
판테온,https://www.youtube.com/watch?v=n0DFwa4Byyw
피들스틱,https://www.youtube.com/watch?v=5N-5P39a-zQ
피오라,https://www.youtube.com/watch?v=G45Bd_Y0Nes
카사딘,https://www.youtube.com/watch?v=Zy1HheXgGsg
카서스,https://www.youtube.com/watch?v=fRmkERtAyO4
카시오페아,https://www.youtube.com/watch?v=IGQ69TL2uz4
카이사,https://www.youtube.com/watch?v=9h2DjxVHtVg
카직스,https://www.youtube.com/watch?v=9Vkm4eJYZQ0
카타리나,https://www.youtube.com/watch?v=1cats8vhlKQ
칼리스타,https://www.youtube.com/watch?v=0hDKptUDMRQ
케넨,https://www.youtube.com/watch?v=j3Y8e00CklM
케이틀린,https://www.youtube.com/watch?v=XhVxBgmF7TY
케인,https://www.youtube.com/watch?v=D8ABe-H0_hU
코그모,https://www.youtube.com/watch?v=sKjWaQqym7U
코르키,https://www.youtube.com/watch?v=FYvbkkOPnbc
퀸,https://www.youtube.com/watch?v=xr0AMI-i5No
크산테,https://www.youtube.com/watch?v=HHv5AU4DutQ
클레드,https://www.youtube.com/watch?v=IO11yKHz8Hg
키아나,https://www.youtube.com/watch?v=4Q2jm2Rb43Q
킨드레드,https://www.youtube.com/watch?v=sgbaMuP4ql0
탈론,https://www.youtube.com/watch?v=9tZQs4VTHC4
탈리야,https://www.youtube.com/watch?v=FZsw70DMiMY
탐켄치,https://www.youtube.com/watch?v=VPsDh_4Z_3g
트런들,https://www.youtube.com/watch?v=VujM556s8z0
트리스타나,https://www.youtube.com/watch?v=WJcaKA5RRqs
트린다미어,https://www.youtube.com/watch?v=_0PN-3Utc1Q
트위스티드페이트,https://www.youtube.com/watch?v=Xd9EbPUX5fE
트위치,https://www.youtube.com/watch?v=RlzpaC8YxrI
파이크,https://www.youtube.com/watch?v=GJNWxWRUZCY
피즈,https://www.youtube.com/watch?v=cQ-47ZsGxO0
하이머딩거,https://www.youtube.com/watch?v=sIqb24B92K4
헤카림,https://www.youtube.com/watch?v=t3oFCMnIYO0
